Num,名稱,$$,吃,食材,喝,冰,熱,甜,鹹,即食,日常,收納,清潔,學習,電器,洗澡,衛生,廚房,貴,ratio
69,有機廣島菜,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00479352153911051
70,有機豌豆苗,50,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00330587692352449
71,肉燥米粉70g,17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0106779824629841
72,西谷米,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00247940769264337
73,青椒,50,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0396705230822939
74,青絲木瓜,44,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0101821009244554
75,非基改黃豆,43,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0199013790796174
76,洋菜,49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00971927815516199
77,紅鳳菜,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0162979732329757
78,馬秀力四神五穀,49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003239759385054
79,單色 彎管通心麵,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00128929200017455
80,新竹米粉,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00185129107717371
81,義美高籤蘇打餅乾,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0380837021590021
82,義美營養饅頭-牛奶,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0357365295432997
83,義美營養饅頭-全麥,47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0201989080027346
84,義峰日本太白粉,33,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00436375753905232
85,義峰冬瓜茶糖,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0051571680006982
86,義峰冬瓜糖,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00128929200017455
87,義峰全麥麵粉,34,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00786798707798828
88,義峰素食燕麥片,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0293561870808975
89,義峰茶葉蛋滷包,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00330587692352449
90,濁水米粉,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00462822769293428
91,龍口一把手刀削麵,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0111077464630423
92,龍口一把手台式拉麵,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00416540492364086
93,龍口一把手新竹米粉,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00277693661576057
94,龍口粉絲,30,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
95,龍口粉絲3把裝120g,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0074382230779301
96,龍口麵條200g,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000826469230881122
97,龍口麵線200g,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0123970384632168
98,螺絲通心麵,39,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0051571680006982
99,關廟麵(中條) 500g,49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.046976511083283
100,關廟麵(細條) 500g,49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022678315695378
101,糯小米豆,42,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0152731513866831
102,天仁菊普茶袋,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00661175384704898
103,天仁綠茶,50,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00826469230881122
104,有機園有機山裡茶,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00413234615440561
105,二砂0.5公斤0.5公斤/40包,20,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0178517353870322
106,二砂1公斤1公斤/20包,38,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0326620640044219
107,十全味曾包,12,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000396705230822939
108,三色螺絲通心麵,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00138846830788029
109,大美滋果醬瓶,26,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0025785840003491
110,有機牛蒡,39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0128929200017455
111,有機紫高麗菜,39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00644646000087275
112,紅心粉圓,24,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.000793410461645877
113,特砂0.5公斤/40包,20,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00925645538586857
114,特砂1公斤1公斤/20包,38,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0226121981569075
115,粉圓,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
116,草莓果醬240g,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0013223507694098
117,偉特奶油糖,23,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0136863304633914
118,甜梅,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
119,甜甜圈,36,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013091272617157
120,雪蓮子375g,45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0074382230779301
121,飯友素罐頭大土豆麵筋,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00462822769293428
122,愛之味鮮採蕃茄汁600g,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0210914947720862
123,愛加 巧克力葡萄球,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00290917169270155
124,愛加 白巧克力葡萄球,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00363646461587694
125,愛加 杏仁巧克力葡萄球,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0058183433854031
126,澳洲特級燕麥片500g,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0383481723128841
127,燒米屋,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0330587692352449
128,燒果子,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0256205461573148
129,龜苓膏,47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0108763350783956
130,薏 仁,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00479352153911051
131,薪傳香油,47,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0108763350783956
132,SNYDERS 小辣椒,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0138846830788029
133,SNYDERS蜂蜜芥末,28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00462822769293428
134,義峰棒形細砂 袋裝,39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0167607960022692
135,義峰黑糖冬瓜糖,50,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00826469230881122
136,綠巨人玉米粒,47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0497203889298083
137,綠巨人玉米醬,47,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0310752430811302
138,維他命E凡士林,29,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00671093015475471
139,廣吉十穀麩片,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0124962147709226
140,廣吉水果麩片,42,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0111077464630423
141,廣吉特及燕麥片(紅麴),39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0025785840003491
142,廣吉特及燕麥片(紫米),39,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0025785840003491
143,工研味增140gx5,13,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.000859528000116367
144,有機小白菜,29,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.037389468005062
145,有機小芥菜,29,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00862833877039891
146,有機小嵩菜,29,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0249263120033746
147,有機山茼蒿,29,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0220501990799083
148,有機馬鈴薯,39,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0219179640029674
149,有機絲瓜,50,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00330587692352449
150,義峰地瓜粉,26,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0025785840003491
151,立頓紅茶包25入,45,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0119011569246882
152,雀巢阿薩姆慢火奶茶,22,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00872751507810465
153,黑糖薑母茶粉,45,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00595057846234408
154,VONO玉米濃湯,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00826469230881122
155,VONO南瓜濃湯,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
156,VONO起司巧達,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
157,VONO馬鈴薯濃湯,50,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.00165293846176224
158,山粉圓,40,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013223507694098
159,蛋捲冰淇淋 牛奶+巧克力,17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0230419621569657
160,綠豆冰,17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00842998615498744
161,綠豆薏仁,45,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0178517353870322
162,光泉600冷泡烏龍茶,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0460178067754609
163,光泉600冷泡綠茶,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0333232393891268
164,光泉600茉莉蜜茶,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0476046276987526
165,光泉米漿 500g,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0613570757006145
166,光泉豆漿 500g,16,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.125358852940049
167,光泉皇家午后奶茶,26,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0223477280030255
168,光泉皇家伯爵奶茶,26,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.025785840003491
169,光泉高鈣調味400cc,28,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0629438966239063
170,光泉富維他調味400cc,28,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0879363261657514
171,光泉綠豆調味500cc,28,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0462822769293428
172,光泉鮮乳玉米,29,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0680680058553692
173,光泉蘋果調味500cc,28,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.058315668930972
174,有機黑豆漿,36,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.013091272617157
175,老虎牙子 600cc,32,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0317364184658351
176,老虎牙子350cc有氧,22,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00945480800128004
177,動元素運動飲料,21,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0256866636957853
178,御茶園日式綠茶,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0509105046222771
179,御茶園四季春無糖,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0575222584693261
180,御茶園極上紅茶,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0204964369258518
181,御茶園極上檸檬茶,20,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0224799630799665
182,紫米甜八寶,22,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0145458584635077
183,愛之味雙健茶王 英式紅茶,23,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00152070338482126
184,義美傳統低糖豆奶,21,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0249924295418451
185,義美傳統原味豆奶,21,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0187443221563838
186,義美傳統原味豆奶1000,37,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0758368166256518
187,義美傳統無糖豆奶,21,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0305463027733663
188,義美傳統無糖豆奶1000,37,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.212832356336507
189,寶礦力水得粉末包15G,45,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0223146692337903
190,工研小白醋,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00991763077057347
191,工研白醋 600cc,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0170583249253864
192,工研烏醋,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0140499769249791
193,工研烏醋 600cc,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0156367978482708
194,工研糯米醋,33,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0109093938476308
195,手工香酥抓餅-芝麻,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0121656270785701
196,可果美番茄醬300g朔膠,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00502493292375722
197,可果美番茄醬玻璃瓶340g,39,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0051571680006982
198,正大香麻油辣腐乳,25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00909116153969234
199,玉筍玻璃瓶裝容量,32,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0222154929260846
200,同榮三明治鮪魚,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0113060990784537
201,同榮好一味鮪魚,32,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00846304492422269
202,同榮豆鼓鰻魚(易),34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00561999076999163
203,同榮紅燒鰻,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0102482184629259
204,同榮茄汁俗夙目魚,43,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0170583249253864
205,同榮茄汁秋刀魚,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00512410923146296
206,同榮茄汁鯖魚平二  紅,32,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0200997316950289
207,同榮香筍鮪魚,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00714069415481289
208,同榮特製豆鼓紅燒鰻,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00512410923146296
209,同榮燒鰻,34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0325959464659515
210,西莎-牛肉及肝100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00347117076970071
211,西莎-嫩燒小羊肉100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00231411384646714
212,西莎-精燉小羊肉100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00115705692323357
213,西莎-雞肉100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00347117076970071
214,西莎主廚-花椰洋芋煎小羊排100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00231411384646714
215,西莎主廚-南瓜菠菜烤嫩雞100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00231411384646714
216,西莎主廚-時蘿焗烤菲力牛100g,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00231411384646714
217,昆布醬油,34,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00786798707798828
218,芝麻煎餅,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0306785378503072
219,金蘭精釀造油膏,48,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00634728369316702
220,青葉辣肉醬,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00502493292375722
221,飛馬白胡椒粉 藍,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00879363261657514
222,飛馬胡椒鹽 桔,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00376869969281792
223,飛馬黑胡椒粉 粗,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0138185655403324
224,飛馬黑胡椒粉 細,38,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00879363261657514
225,素炸醬乾包麵,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00909116153969234
226,酒粕養生薄餅--黑糖,37,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0110085701553365
227,健康低鈉鹽,48,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0285627766192516
228,健康美味鹽,48,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0190418510795011
229,斯那普蛋酥,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0386787600052365
230,飯友岡山不辣豆瓣醬,40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00793410461645877
231,飯友岡山辣椒醬,40,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00528940307763918
232,飯友素罐頭 金菇麵筋,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00277693661576057
233,飯友素罐頭 珍菇,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00740516430869485
234,飯友素罐頭 紅悶筍尖,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00277693661576057
235,飯友素罐頭 素瓜仔肉,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00185129107717371
236,飯友素罐頭 滷味花生,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00185129107717371
237,飯友素罐頭 調味金茸,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000925645538586857
238,飯友素罐頭 魯肉飯,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00740516430869485
239,黑胡椒菲力,35,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00462822769293428
